code,comment
"HAL_ADC_Start(&hadc1); HAL_ADC_PollForConversion(&hadc1, 5)",Start ADC conversion and poll for completion
osKernelInitialize(),Init scheduler
BSP_LED_Init(LED_OK); BSP_LED_Init(LED_ERROR),Configure LED_OK and LED_ERROR
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_MSI; RCC_OscInitStruct.MSIState = RCC_MSI_ON; RCC_OscInitStruct.MSIClockRange = RCC_MSIRANGE_6; RCC_OscInitStruct.MSICalibrationValue = RCC_MSICALIBRATION_DEFAULT; RCC_OscInitStruct.PLL.PLLState = RCC_PLL_ON; RCC_OscInitStruct.PLL.PLLSource = RCC_PLLSOURCE_MSI; RCC_OscInitStruct.PLL.PLLM = 1; RCC_OscInitStruct.PLL.PLLN = 55; RCC_OscInitStruct.PLL.PLLR = RCC_PLLR_DIV2; RCC_OscInitStruct.PLL.PLLQ = RCC_PLLQ_DIV2; RCC_OscInitStruct.PLL.PLLP = RCC_PLLP_DIV7;,Enable MSI Oscillator and activate PLL with MSI as source
RCC_ClkInitStruct.ClockType = (RCC_CLOCKTYPE_SYSCLK | RCC_CLOCKTYPE_HCLK | RCC_CLOCKTYPE_PCLK1 | RCC_CLOCKTYPE_PCLK2); RCC_ClkInitStruct.SYSCLKSource = RCC_SYSCLKSOURCE_PLLCLK; RCC_ClkInitStruct.AHBCLKDivider = RCC_SYSCLK_DIV2; RCC_ClkInitStruct.APB1CLKDivider = RCC_HCLK_DIV1; RCC_ClkInitStruct.APB2CLKDivider = RCC_HCLK_DIV1;,Select PLL as system clock source with AHB prescaler divider 2 as first step
HAL_PWREx_ControlVoltageScaling(PWR_REGULATOR_VOLTAGE_SCALE0),Enable voltage range 0 for frequency above 80 Mhz
MX_ICACHE_Init(),Enable instruction cache in 1-way (direct mapped cache)
#define FPS2HZ 0x02,Define for 2Hz refresh rate
#define FPS4HZ 0x03,Define for 4Hz refresh rate
#define FPS8HZ 0x04,Define for 8Hz refresh rate
#define FPS16HZ 0x05,Define for 16Hz refresh rate
#define FPS32HZ 0x06,Define for 32Hz refresh rate
#define MLX90640_ADDR 0x33,I2C address for MLX90640 sensor
#define RefreshRate FPS16HZ,Set refresh rate to 16Hz
#define TA_SHIFT 8,Default shift for MLX90640 in open air
float tr = Ta - TA_SHIFT;,Reflected temperature based on the sensor ambient temperature
AdcHandle.Instance = ADCx;,Configure the ADC peripheral
sConfig.Channel = ADCx_CHANNEL;,Configure ADC regular channel
void HAL_ADC_ConvCpltCallback(ADC_HandleTypeDef* AdcHandle) {...},Conversion complete callback in non blocking mode
uhADCxConvertedValue = HAL_ADC_GetValue(AdcHandle);,Get the converted value of regular channel
"HAL_UART_Receive(&huart1, buffer, 32, 1000);",Receive data via UART with a timeout of 1000ms
"HAL_UART_Transmit(&huart1, buffer, sizeof(buffer), 1000);",Transmit received data back via UART
uart_tbl[i].is_open = false;,Initialize UART channel as closed
uart_tbl[i].baud = 57600;,Set default baud rate to 57600
"bool uartOpen(uint8_t ch, uint32_t baud) {...}",Open UART channel with specified baud rate
"uart_init(uart_tbl[ch].p_uart, baud);",Initialize UART with specified baud rate
"gpio_set_function(16, GPIO_FUNC_UART);",Set GPIO pin 16 as UART TX
"gpio_set_function(17, GPIO_FUNC_UART);",Set GPIO pin 17 as UART RX
"uart_set_hw_flow(uart_tbl[ch].p_uart, false, false);","Set UART flow control CTS/RTS, we don't want these, so turn them off"
"uint32_t uartPrintf(uint8_t ch, char *fmt, ...) {...}",Formatted print to UART
uint32_t uartGetBaud(uint8_t ch) {...},Get the baud rate of the UART channel
void StartThreads() {...},"Start the threads, create the message queue, setup the message pool"
MX_USB_DEVICE_Init();,init USB
"osMessageQDef(SocketQ1, 16, T_MSG); SocketQ1Handle = osMessageCreate(osMessageQ(SocketQ1), NULL);",definition and creation of SocketQ1
"osMessageQDef(ResultsQ, 16, T_MSG); ResultsQHandle = osMessageCreate(osMessageQ(ResultsQ), NULL);",definition and creation of ResultsQ
"osMessageQDef(SocketQ2, 16, T_MSG); SocketQ2Handle = osMessageCreate(osMessageQ(SocketQ2), NULL);",definition and creation of SocketQ2
"osMessageQDef(SocketQ3, 16, T_MSG); SocketQ3Handle = osMessageCreate(osMessageQ(SocketQ3), NULL);",definition and creation of SocketQ3
"osMessageQDef(SocketQ4, 16, T_MSG); SocketQ4Handle = osMessageCreate(osMessageQ(SocketQ4), NULL);",definition and creation of SocketQ4
"osThreadDef(TaskMain, StartTaskMain, osPriorityNormal, 0, 2048); TaskMainHandle = osThreadCreate(osThread(TaskMain), NULL);",definition and creation of defaultTask
"osThreadDef(TaskSocket1, StartTaskSocket, osPriorityNormal, 0, 2048); TaskSocket1Handle = osThreadCreate(osThread(TaskSocket1), (void*) 1);",definition and creation of TaskSocket1
"osThreadDef(TaskSocket2, StartTaskSocket, osPriorityNormal, 0, 2048); TaskSocket2Handle = osThreadCreate(osThread(TaskSocket2), (void*) 2);",definition and creation of TaskSocket2
"osThreadDef(TaskSocket3, StartTaskSocket, osPriorityNormal, 0, 2048); TaskSocket3Handle = osThreadCreate(osThread(TaskSocket3), (void*) 3);",definition and creation of TaskSocket3
"osThreadDef(TaskSocket4, StartTaskSocket, osPriorityNormal, 0, 2048); TaskSocket4Handle = osThreadCreate(osThread(TaskSocket4), (void*) 4);",definition and creation of TaskSocket4
void ShowMenu() {...},Display the demo menu
"VCP_write(""MainTask\n\r"", 10);",Write to virtual COM port
T_MSG *pDisableMsg = osPoolAlloc(MsgPool);,get a message buffer from the pool
pDisableMsg->msgType = spdDISABLE;,send disable message -- to active socket
pEnableMsg->msgType = spdENABLE;,send enable message -- to next socket
"while (HAL_GPIO_ReadPin(USER_Btn_GPIO_Port, USER_Btn_Pin) == GPIO_PIN_SET) osDelay(100);",wait for the pin to go back
__IO FlagStatus TamperStatus;,Variable to store tamper status
TamperStatus = RESET;,Clear tamper interrupt flag
"for (uint32_t i = 0; i < RTC_BKP_NUMBER; i++) { HAL_RTCEx_BKUPWrite(&hrtc, i, 0xFFFFFFFF); }",Set all backup registers to 0xFFFFFFFF. Backup registers will be cleared by a tamper detection.
"for (i = 0; i < RTC_BKP_NUMBER; i++) { if (HAL_RTCEx_BKUPRead(&hrtc, i) != 0xFFFFFFFF) { Error_Handler(); } }",Check that Backup registers have been written
while (TamperStatus == RESET);,Wait for tamper detection. User must act as described in the readme.txt
"for (i = 0; i < RTC_BKP_NUMBER; i++) { if (HAL_RTCEx_BKUPRead(&hrtc, i) != 0) { Error_Handler(); } }",Check that Backup registers have been cleared by the tamper detection
BSP_LED_On(LED2);,Test is OK Turn on LED2
void HAL_RTCEx_Tamper1EventCallback(RTC_HandleTypeDef *hrtc) { TamperStatus = SET; },Tamper event callback function
MAX7219_Init(&hspi1);,Initialize MAX7219 display driver
GFX_SetFont(font_7x5);,Set font to 7x5 pixels
GFX_SetFontSize(1);,Set font size to 1
MAX7219_Clear(MAX7219_BLACK);,Clear display with black color
MAX7219_Display();,Update the display
TextSize = strlen(Text);,Calculate the length of the text string
"GFX_DrawString(i,0, Text, MAX7219_WHITE, MAX7219_BLACK);",Draw text string at specified position
"HAL_GPIO_WritePin(TEST_GPIO_Port, TEST_Pin, GPIO_PIN_RESET);",Set test pin low
"HAL_GPIO_WritePin(TEST_GPIO_Port, TEST_Pin, GPIO_PIN_SET);",Set test pin high
void benchmark_test(void *arg);,Main entry for cryptographic benchmark test
setTime((RTC_YEAR-1970)*365*24*60*60 + RTC_MONTH*30*24*60*60 + RTC_DAY*24*60*60);,Set epoch time based on RTC values
lv_init();,Initialize LVGL library
tft_init();,Initialize TFT display
touchpad_init();,Initialize touchpad
lv_demo_widgets();,Run LVGL demo widgets
lv_task_handler();,Handle LVGL tasks
BSP_LED_Init(LED10);,Configure LED10
while(operationComplete == 0);,Wait until the interrupt is triggered
in.hash = SigVer_Hash_Msg_False;,Simulate a wrong hash message verification
if(HAL_PKA_DeInit(&hpka) != HAL_OK) { Error_Handler(); },Deinitialize the PKA
void HAL_PKA_ErrorCallback(PKA_HandleTypeDef *hpka) { Error_Handler(); },Error callback.
void Error_Handler(void) { while (1) { BSP_LED_Toggle(LED10); HAL_Delay(1000); } },This function is executed in case of error occurrence.
__HAL_RCC_GPIOA_CLK_ENABLE();,Enable GPIOs clocks
STM32_HC_PORT_VBUS_CLK_ENABLE();,Enable GPIOs clocks
"GPIO_InitStructure.Pin = GPIO_PIN_11 | GPIO_PIN_12; GPIO_InitStructure.Speed = GPIO_SPEED_HIGH; GPIO_InitStructure.Mode = GPIO_MODE_AF_PP; GPIO_InitStructure.Pull = GPIO_NOPULL; GPIO_InitStructure.Alternate = GPIO_AF10_OTG_FS; HAL_GPIO_Init(GPIOA, &GPIO_InitStructure);",USB_DM -----------------------> PA11 USB_DP -----------------------> PA12
"GPIO_InitStructure.Pin = GPIO_PIN_10; GPIO_InitStructure.Mode = GPIO_MODE_AF_OD; GPIO_InitStructure.Pull = GPIO_PULLUP; GPIO_InitStructure.Alternate = GPIO_AF10_OTG_FS; HAL_GPIO_Init(GPIOA, &GPIO_InitStructure);",USB_ID ----------------------> PA10
"GPIO_InitStructure.Pin = STM32_HC_VBUS_PIN; GPIO_InitStructure.Mode = GPIO_MODE_OUTPUT_PP; GPIO_InitStructure.Pull = GPIO_NOPULL; HAL_GPIO_Init(STM32_HC_VBUS_PORT, &GPIO_InitStructure);",USB_VBUS ---------------------> STM32_HC_VBUS_PIN
__HAL_RCC_USB_OTG_FS_CLK_ENABLE();,Enable USB clock
BSP_LCD_GLASS_Init();,LCD GLASS Initialization
"BSP_LCD_GLASS_ScrollSentence(LCD_String, SCROLL_NUM, SCROLL_SPEED);","Display "" STM32L0 "" string on LCD glass in scrolling mode"
"Standard_Voltage_ADC = Get_Vrefint_ADC_Value(&hadc1,ADC_CHANNEL_VREFINT);",Get 1.2V Standard Voltage ADC
"BSP_PB_Init(BUTTON_KEY, BUTTON_MODE_GPIO);",Initialize Key Button mounted on STM32469I-EVAL board
if (BSP_PB_GetState(BUTTON_KEY) == GPIO_PIN_RESET) { IAP_Init(); Main_Menu (); },Test if Key push-button is pressed
if (((*(__IO uint32_t*)APPLICATION_ADDRESS) & 0x2FFE0000 ) == 0x20000000) { JumpAddress = *(__IO uint32_t*) (APPLICATION_ADDRESS + 4); JumpToApplication = (pFunction) JumpAddress; __set_MSP(*(__IO uint32_t*) APPLICATION_ADDRESS); JumpToApplication(); },"Test if user code is programmed starting from address ""APPLICATION_ADDRESS"""
"void IAP_Init(void) { UartHandle.Init.BaudRate = 115200; UartHandle.Init.WordLength = UART_WORDLENGTH_8B; UartHandle.Init.StopBits = UART_STOPBITS_1; UartHandle.Init.Parity = UART_PARITY_NONE; UartHandle.Init.HwFlowCtl = UART_HWCONTROL_NONE; UartHandle.Init.Mode = UART_MODE_RX | UART_MODE_TX; BSP_COM_Init(COM1, &UartHandle); }",Initialize the IAP: Configure USART.
__TIM14_CLK_ENABLE();,Enable each GPIO Clock (to be able to program the configuration registers)
"GPIO_InitStruct.Mode  = GPIO_MODE_OUTPUT_PP; GPIO_InitStruct.Pull  = GPIO_NOPULL; GPIO_InitStruct.Speed = GPIO_SPEED_HIGH; GPIO_InitStruct.Pin = GPIO_PIN_3; HAL_GPIO_Init(GPIOA, &GPIO_InitStruct);",Configure IOs in output push-pull mode to drive external LEDs
"GPIO_InitStruct.Mode  = GPIO_MODE_AF_PP; GPIO_InitStruct.Alternate = GPIO_AF4_TIM14; GPIO_InitStruct.Pin = GPIO_PIN_4; HAL_GPIO_Init(GPIOA, &GPIO_InitStruct);",Configure IOs in output push-pull mode to drive external LEDs
"TIM_OC_InitStruct.OCMode = TIM_OCMODE_PWM1; TIM_OC_InitStruct.OCPolarity = TIM_OCPOLARITY_HIGH; TIM_OC_InitStruct.OCFastMode = TIM_OCFAST_DISABLE; TIM_OC_InitStruct.Pulse = Counter; HAL_TIM_PWM_ConfigChannel(&TIM_HandleStruct,&TIM_OC_InitStruct,TIM_CHANNEL_1); HAL_TIM_PWM_Start(&TIM_HandleStruct,TIM_CHANNEL_1);",Configure PWM Functionality of timer
HAL_PWREx_ReleaseCore(PWR_CORE_CPU2);,Boot CPU2
"if (!rcutils_set_default_allocator(&freeRTOS_allocator)) { printf(""Error on default allocators (line %d)\n"", __LINE__); }",Error on default allocators
"osThreadNew(appMain, NULL, &attributes);",Launch app thread when IP configured
vTaskList(ptrTaskList);,Task list display
Stm32_Clock_Init(RCC_PLL_MUL9);,"Set clock, 72M"
OSInit();,UCOS initialization
OSStatInit();,Open statistics task
OS_ENTER_CRITICAL();,Enter critical section (disable interrupts)
"OSTaskCreateExt((void(*)(void *) )led0_task, (void * )0, (OS_STK * )&LED0_TASK_STK[LED0_STK_SIZE - 1], (INT8U )LED0_TASK_PRIO, (INT16U )LED0_TASK_PRIO, (OS_STK * )&LED0_TASK_STK[0], (INT32U )LED0_STK_SIZE, (void * )0, (INT16U )OS_TASK_OPT_STK_CHK | OS_TASK_OPT_STK_CLR | OS_TASK_OPT_SAVE_FP);",LED0 task
OS_EXIT_CRITICAL();,Exit critical section (enable interrupts)
OSTaskSuspend(START_TASK_PRIO);,Suspend start task
LED0 = 0; delay_ms(80); LED0 = 1; delay_ms(920);,LED0 task toggle
LED1 = 0; delay_ms(300); LED1 = 1; delay_ms(300);,LED1 task toggle
if (HAL_TIM_Base_Start(&htim1) != HAL_OK) { Error_Handler(); },Timer1 Start
if (!RF22_DatagramInit(SENSOR_MODULE_ADDRESS)) { Error_Handler(); },Initialize RF22 datagram
"if (RF22_recvfromAckTimeout(respBuf, &len, 1000, &from, NULL, NULL, NULL)) { respVal++; respVal++; }",Receive acknowledgment with timeout
__HAL_RCC_SPI2_CLK_ENABLE();,Enable SPI2 clock
"GPIO_InitStruct.Pin = PI_CLK_RX_Pin; GPIO_InitStruct.Mode = GPIO_MODE_AF_PP; GPIO_InitStruct.Pull = GPIO_NOPULL; GPIO_InitStruct.Speed = GPIO_SPEED_FREQ_LOW; GPIO_InitStruct.Alternate = GPIO_AF0_SPI2; HAL_GPIO_Init(PI_CLK_RX_GPIO_Port, &GPIO_InitStruct);",Configure SPI2 clock pin
"GPIO_InitStruct.Pin = PI_DATA_RX_Pin; GPIO_InitStruct.Mode = GPIO_MODE_AF_PP; GPIO_InitStruct.Pull = GPIO_NOPULL; GPIO_InitStruct.Speed = GPIO_SPEED_FREQ_LOW; GPIO_InitStruct.Alternate = GPIO_AF1_SPI2; HAL_GPIO_Init(PI_DATA_RX_GPIO_Port, &GPIO_InitStruct);",Configure SPI2 data pin
SPI1->CR1 &= ~SPI_CR1_SPE;,BIT 6 DISABLE SPI
SPI1->CR1 |= SPI_CR1_MSTR;,BIT 2. MASTER MODE ACTIVE
SPI1->CR1 |= SPI_LSBFIRST;,BIT 7. LSB FIRST DURING LED DATA
SPI1->CR1 |= SPI_CR1_SSM;,BIT 9. DISABLE SLAVE MANAGEMENT
SPI1->CR2 |= SPI_CR2_TXDMAEN;,BIT 1 TO 1. ENABLE DMA TX (BIT 0 ENABLES RX DMA)
SPI1->CR2 |= SPI_CR2_SSOE;,BIT 2. ENABLE SS
SPI1->CR2 |= SIZE_8BIT;,"BIT 8,9,10,11. SET TO 0111 FOR 8 BIT"
SPI1->CR2 |= SPI_CR2_FRXTH;,BIT 12. RXNE EVENT IF FIFO >=8BIT
SPI1->CR1 |= SPI_CR1_SPE;,SET 6th BIT TO 1 TO ENABLE SPI
SPI2->CR1 |= SPI_CR1_CPOL;,BIT 1. CPOL = HIGH
SPI2->CR1 |= SPI_CR1_RXONLY;,BIT 10. RX ONLY TURNED ON
SPI2->CR2 |= SPI_CR2_RXDMAEN;,BIT 0. SET TO 1 ACTIVATED RX DMA
SPI1->CR1 |= SPI_SPEED_CLK4;,Set SPI1 clock speed to CLK/4
SPI1->CR1 |= SPI_CR1_CPOL;,BIT 1. CPOL = HIGH
"HAL_RTC_GetTime(&hrtc, &RtcTime, RTC_FORMAT_BIN);",Get RTC time
"HAL_RTC_GetDate(&hrtc, &RtcDate, RTC_FORMAT_BIN);",Get RTC date
"MessageLen = sprintf((char*)Message, ""Date: %02d.%02d.20%02d Time: %02d:%02d:%02d:%02d\n\r"", RtcDate.Date, RtcDate.Month, RtcDate.Year, RtcTime.Hours, RtcTime.Minutes, RtcTime.Seconds, Milliseconds); HAL_UART_Transmit(&huart2, Message, MessageLen, 100);",Format and transmit date/time
"HAL_RTCEx_BKUPWrite(&hrtc, RTC_BKP_DR2, ((RtcDate.Date << 8) | (RtcDate.Month)));",Backup date to backup registers
"HAL_RTCEx_BKUPWrite(&hrtc, RTC_BKP_DR3, ((RtcDate.Year << 8) | (RtcDate.WeekDay)));",Backup year and weekday to backup registers
"HAL_SPI_TransmitReceive(&hspi1, &tx_byte, &rx_byte, 1U, 10U);",Transmit and receive SPI data
__HAL_PWR_VOLTAGESCALING_CONFIG(PWR_REGULATOR_VOLTAGE_SCALE0);,Configure the main internal regulator output voltage
__HAL_RCC_PLL_PLLSOURCE_CONFIG(RCC_PLLSOURCE_HSE);,Macro to configure the PLL clock source
HAL_PWREx_EnableUSBVoltageDetector();,Enable USB Voltage detector
uwPrescalerValue = (uint32_t) ((SystemCoreClock /2) / 10000) - 1;,Compute the prescaler value to have TIM3 counter clock equal to 10 KHz
if(HAL_TIM_Base_Init(&TimHandle) != HAL_OK) { while(1) {} },Initialize TIM3 peripheral
if(HAL_TIM_Base_Start_IT(&TimHandle) != HAL_OK) { while(1) {} },Start the TIM Base generation in interrupt mode
BSP_SDRAM_Init();,Initializes the SDRAM device
__HAL_RCC_CRC_CLK_ENABLE();,Enable the CRC Module
GUI_Init();,Init the STemWin GUI Library
GUI_MEMDEV_MULTIBUF_Enable(1);,Set memdev multibuffering
MainTask();,Main GUI task
BSP_Background();,Period elapsed callback in non blocking mode
__HAL_RCC_TIM3_CLK_ENABLE();,TIMx Peripheral clock enable
HAL_NVIC_EnableIRQ(TIM3_IRQn);,Enable the TIMx global Interrupt
HAL_MPU_ConfigRegion(&MPU_InitStruct);,Configure the MPU as Strongly ordered for not defined regions
__HAL_RCC_DCMI_CLK_ENABLE();,DCMI clock enable
__HAL_RCC_GPIOE_CLK_ENABLE();,Enable GPIOE clock
"GPIO_InitStruct.Pin = GPIO_PIN_4|GPIO_PIN_5|GPIO_PIN_6; GPIO_InitStruct.Mode = GPIO_MODE_AF_PP; GPIO_InitStruct.Pull = GPIO_NOPULL; GPIO_InitStruct.Speed = GPIO_SPEED_FREQ_LOW; GPIO_InitStruct.Alternate = GPIO_AF13_DCMI; HAL_GPIO_Init(GPIOE, &GPIO_InitStruct);","DCMI GPIO Configuration for PE4, PE5, PE6"
"__HAL_LINKDMA(dcmiHandle,DMA_Handle,hdma_dcmi_pssi);",Link DMA handle to DCMI
"HAL_NVIC_SetPriority(DCMI_PSSI_IRQn, 0, 0);",Set DCMI interrupt priority
HAL_NVIC_EnableIRQ(DCMI_PSSI_IRQn);,Enable DCMI interrupt
__HAL_RCC_DCMI_CLK_DISABLE();,Peripheral clock disable
"HAL_GPIO_DeInit(GPIOE, GPIO_PIN_4|GPIO_PIN_5|GPIO_PIN_6);",Deinitialize GPIOE pins
HAL_DMA_DeInit(dcmiHandle->DMA_Handle);,DCMI DMA DeInit
HAL_NVIC_DisableIRQ(DCMI_PSSI_IRQn);,DCMI interrupt Deinit
"if(HAL_DCMI_Start_DMA(&hdcmi, Mode, (uint32_t)pBff, (uint32_t)320*240) != HAL_OK) { return BSP_ERROR_PERIPH_FAILURE; }",Start CAMERA capture with DMA
if(HAL_DCMI_Stop(&hdcmi) != HAL_OK) { ret = BSP_ERROR_PERIPH_FAILURE; },Stop CAMERA capture
if(HAL_DCMI_Suspend(&hdcmi) != HAL_OK) { return BSP_ERROR_PERIPH_FAILURE; },Suspend the CAMERA capture
const gpio_mapping_t gpio_mapping_table[TOTAL_GPIO_NUM] = {...},GPIO mapping table for onboard LEDs
gpio_dev_t brd_gpio_table[] = {...},GPIO device table for onboard LEDs configuration
UART_MAPPING UART_MAPPING_TABLE[] = {...},UART mapping table for standard and AT ports
"void* i2c_mapping_table[] = {I2C1, I2C2, I2C3};",I2C peripheral mapping table
static void stduart_init(void) {...},Initialize standard UART with specified configuration
static void I2C1_init() {...},Initialize I2C bus 1 as master with 100kHz frequency
void stm32_soc_init(void) {...},"Initialize STM32 SoC, including HAL, system clock, SysTick, and GPIO clocks"
void stm32_peripheral_init(void) {...},"Initialize peripherals: UART, GPIO, and I2C"
void SysTick_Handler(void) {...},Handle System tick timer interrupt for kernel interrupt processing
PUTCHAR_PROTOTYPE {...},"Retarget C library printf to UART, adding carriage return before newline"
GETCHAR_PROTOTYPE {...},"Retarget C library scanf to UART, reading a single character"
"int fputc(int ch, FILE *f) {...}","Retarget C library printf to UART1, adding carriage return before newline"
"int _write(int fd, char *ptr, int len) {...}",Retarget write function to transmit data via UART1
void board_init(void) {...},"Initialize board with HAL, system clock, GPIO, and multiple UARTs"
"BSP_PB_Init(BUTTON_KEY, BUTTON_MODE_EXTI);",Configure User push-button
if (__HAL_RCC_GET_FLAG(RCC_FLAG_IWDGRST) != RESET) {...},Check if the system has resumed from IWDG reset
__HAL_RCC_CLEAR_RESET_FLAGS();,Clear reset flags
IwdgHandle.Init.Prescaler = IWDG_PRESCALER_16;,Set IWDG prescaler to 16
IwdgHandle.Init.Reload = (37000 * 762) / (16 * 1000);,Set counter reload value to obtain 762ms IWDG TimeOut
IwdgHandle.Init.Window = (37000 * 400) / (16 * 1000);,Set IWDG window to 400ms
if(HAL_IWDG_Init(&IwdgHandle) != HAL_OK) {...},Initialize IWDG peripheral
if(HAL_IWDG_Refresh(&IwdgHandle) != HAL_OK) {...},Refresh IWDG: reload counter
"LCD_sendCmd(&lcd, 0x80 | (line*0x40 + position));",Change cursor position
"LCD_puts(&lcd, ""Hello World"");",Display text on LCD
ASK25_SPI1_Init();,Initialize SPI
BSP_VCP_Init();,Initialize virtual COM port
ASK25_25AA160A_Write_Status_Reg(0x00);,Write 0x00 to SPI EEPROM status register
ASK25_25AA160A_Read_Status();,Read SPI EEPROM status register
Gate_Init();,Initialize Gate module
Pipe_Init();,Initialize Pipe module
Luos_Loop();,Run Luos framework main loop
Gate_Loop();,Run Gate module main loop
Pipe_Loop();,Run Pipe module main loop
MX_ICACHE_Init();,Initialize instruction cache
MX_LPTIM2_Init();,Initialize LPTIM2 peripheral
if (BSP_LED_Init(LED_RED) != BSP_ERROR_NONE) {...},Configure LED_RED
if (BSP_LED_Init(LED_GREEN) != BSP_ERROR_NONE) {...},Configure LED_GREEN
"if (HAL_LPTIM_Counter_Start_IT(&hlptim2, 1000) != HAL_OK) {...}",Start LPTIM2 counting in interrupt mode with period of 1000
HAL_PWREx_EnterSTOP1Mode(PWR_STOPENTRY_WFI);,Enter Stop mode
void HAL_LPTIM_AutoReloadMatchCallback(LPTIM_HandleTypeDef *hlptim) {...},Autoreload match callback to toggle LED_GREEN
static void MX_ICACHE_Init(void) {...},Enable instruction cache in 1-way (direct mapped cache)
static void MX_LPTIM2_Init(void) {...},"Configure LPTIM2 with APB clock source, no prescaler, and external counter"
MX_CRC_Init();,Initialize CRC peripheral
MX_SPI1_Init();,Initialize SPI1 peripheral
GUI_Init();,Initialize GUI
GUI_SetBkColor(GUI_GREEN);,Set GUI background color to green
GUI_Clear();,Clear GUI display
"exec_calibration(480,272);",Execute touchscreen calibration for 480x272 resolution
X = GUI_TOUCH_GetxPhys();,Get physical X coordinate from touchscreen
Y = GUI_TOUCH_GetyPhys();,Get physical Y coordinate from touchscreen
"GUI_TOUCH_StoreState(X,Y);",Store touchscreen state
value = HAL_ADC_GetValue(&hadc1);,Get ADC conversion value
static void MX_ADC1_Init(void) {...},"Configure ADC1 with continuous conversion mode, 12-bit resolution, and channel 1"
MX_DMA_Init();,Initialize DMA peripheral
MX_SDIO_SD_Init();,Initialize SDIO for SD card
MX_FATFS_Init();,Initialize FATFS for SD card
Keyboard_init();,Initialize keyboard functionality
